id,position
15946,113
15953,108
15960,108
15967,72
15974,109
15981,72
15988,113
15995,82
16002,82
16009,113
16016,113
16023,113
16030,113
16037,113
16044,113
16051,72
16058,72
16065,72
16072,76
16079,70
16086,72
16093,72
16100,113
16107,121
16114,108
16121,113
16128,110
16135,108
16142,113
16149,113
16156,104
16163,94
16170,104
16177,113
16184,72
16191,108
16198,113
16205,108
16212,108
16219,72
16226,72
16233,72
16240,104
16247,104
16254,72
16261,72
16268,113
16275,108
16282,72
16289,108
16296,110
16303,110
16310,72
16317,110
16324,72
16331,139
16338,72
16345,113
16352,121
16359,72
16366,72
16373,118
16380,108
16387,110
16394,72
16401,117
16408,72
16415,72
16422,113
16429,104
16436,113
16443,72
16450,72
16457,139
16464,113
16471,72
16478,72
16485,108
16492,108
16499,113
16506,72
16513,108
16520,72
16527,108
16534,108
16541,117
16548,104
16555,113
16562,109
16569,113
16576,76
16583,70
16590,113
16597,70
16604,72
16611,72
16618,76
16625,70
16632,93
16639,93
16646,82
16653,70
16660,72
16667,72
16674,70
16681,72
16688,104
16695,72
16702,113
16709,72
16716,72
16723,113
16730,113
16737,72
16744,72
16751,117
16758,72
16765,72
16772,70
16779,72
16786,76
16793,87
16800,87
16807,87
16814,72
16821,113
16828,113
16835,108
16842,88
16849,72
16856,70
16863,87
16870,113
16877,113
16884,72
16891,72
16898,113
16905,113
16912,72
16919,72
16926,72
16933,108
16940,104
16947,113
16954,113
16961,72
16968,87
16975,72
16982,87
16989,72
16996,72
17003,72
17010,72
17017,87
17024,72
17031,113
17038,72
17045,113
17052,113
17059,76
17066,72
17073,108
17080,113
17087,113
17094,108
17101,76
17108,72
17115,110
17122,110
17129,113
17136,72
17143,87
17150,76
17157,76
17164,110
17171,72
17178,72
17185,72
17192,104
17199,72
17206,72
17213,72
17220,108
17227,110
17234,113
17241,113
17248,113
17255,109
17262,113
17269,72
17276,72
17283,72
17290,104
17297,113
17304,113
17311,113
17318,72
17325,108
17332,72
17339,72
17346,72
17353,72
17360,72
17367,110
17374,110
17381,110
17388,110
17395,104
17402,110
17409,110
17416,72
17423,110
17430,72
17437,113
17444,72
17451,72
17458,72
17465,72
17472,72
17479,108
17486,72
17493,72
17500,72
17507,108
17514,72
17521,110
17528,72
17535,72
17542,72
17549,110
17556,110
17563,110
17570,87
17577,109
17584,72
17591,72
17598,72
17605,72
17612,72
17619,-128
17626,110
17633,110
17640,104
17647,-128
17654,109
17661,72
17668,72
17675,87
17682,72
17689,104
17696,72
17703,72
17710,72
17717,113
17724,110
17731,110
17738,72
17745,72
17752,104
17759,72
17766,72
17773,72
17780,110
17787,72
17794,72
17801,72
17808,87
17815,109
17822,72
17829,104
17836,72
17843,72
17850,72
17857,110
17864,110
17871,72
17878,72
17885,72
17892,72
17899,72
17906,94
17913,113
17920,72
17927,76
17934,108
17941,72
17948,72
17955,72
17962,95
17969,95
17976,72
17983,113
17990,113
17997,72
18004,113
18011,104
18018,72
18025,144
18032,113
18039,113
18046,113
18053,72
18060,72
18067,95
18074,72
18081,113
18088,95
18095,108
18102,72
18109,113
18116,72
18123,72
18130,95
18137,72
18144,113
18151,109
18158,72
18165,72
18172,72
18179,118
18186,108
18193,113
18200,72
18207,108
18214,113
18221,108
18228,76
18235,108
18242,94
18249,72
18256,108
18263,95
18270,144
18277,113
18284,113
18291,113
18298,113
18305,113
18312,72
18319,113
18326,72
18333,72
18340,72
18347,108
18354,108
18361,104
18368,108
18375,95
18382,72
18389,113
18396,72
18403,110
18410,94
18417,113
18424,104
18431,113
18438,113
18445,72
18452,118
18459,113
18466,118
18473,93
18480,113
18487,72
18494,72
18501,72
18508,95
18515,118
18522,108
18529,108
18536,108
18543,93
18550,113
18557,108
18564,108
18571,118
18578,95
18585,95
18592,72
18599,72
18606,108
18613,113
18620,113
18627,72
18634,72
18641,94
18648,94
18655,108
18662,108
18669,113
18676,113
18683,113
18690,113
18697,113
18704,95
18711,95
18718,108
18725,108
18732,72
18739,72
18746,95
18753,76
18760,118
18767,95
18774,72
18781,72
18788,72
18795,108
18802,72
18809,113
18816,104
18823,110
18830,108
18837,95
18844,72
18851,104
18858,113
18865,72
18872,95
18879,95
18886,118
18893,76
18900,113
18907,104
18914,117
18921,121
18928,121
18935,117
18942,94
18949,113
18956,113
18963,72
18970,72
18977,72
18984,110
18991,117
18998,119
19005,117
19012,119
19019,110
19026,72
19033,95
19040,95
19047,72
19054,72
19061,95
19068,108
19075,108
19082,113
19089,95
19096,72
19103,108
19110,95
19117,108
19124,95
19131,104
19138,108
19145,72
19152,72
19159,104
19166,104
19173,108
19180,104
19187,108
19194,104
19201,104
19208,110
19215,72
19222,72
19229,104
19236,104
19243,104
19250,104
19257,113
19264,72
19271,104
19278,104
19285,72
19292,72
19299,72
19306,72
19313,113
19320,70
19327,113
19334,121
19341,72
19348,72
19355,76
19362,95
19369,113
19376,72
19383,118
19390,72
19397,72
19404,72
19411,72
19418,113
19425,113
19432,95
19439,95
19446,72
19453,104
19460,121
19467,72
19474,108
19481,72
19488,72
19495,72
19502,109
19509,76
19516,108
19523,72
19530,113
19537,72
19544,95
19551,113
19558,108
19565,72
19572,72
19579,95
19586,72
19593,108
19600,113
19607,108
19614,117
19621,117
19628,72
19635,104
19642,72
19649,95
19656,72
19663,72
19670,95
19677,118
19684,113
19691,72
19698,72
19705,95
19712,72
19719,76
19726,104
19733,72
19740,108
19747,72
19754,72
19761,72
19768,72
19775,110
19782,72
19789,113
19796,95
19803,72
19810,95
19817,72
19824,72
19831,108
19838,117
19845,121
19852,121
19859,121
19866,72
19873,72
19880,72
19887,72
19894,144
19901,72
19908,72
19915,72
19922,110
19929,72
19936,108
19943,108
19950,108
19957,113
19964,72
19971,72
19978,72
19985,72
19992,144
19999,72
20006,110
20013,110
20020,72
20027,108
20034,72
20041,72
20048,72
20055,72
20062,72
20069,110
20076,72
20083,110
20090,72
20097,110
20104,110
20111,72
20118,72
20125,95
20132,108
20139,72
20146,113
20153,108
20160,72
20167,72
20174,113
20181,72
20188,113
20195,113
20202,108
20209,108
20216,108
20223,113
20230,113
20237,72
20244,113
20251,72
20258,113
20265,113
20272,82
20279,72
20286,72
20293,72
20300,72
20307,95
20314,72
20321,72
20328,95
20335,95
20342,72
20349,110
20356,110
20363,72
20370,72
20377,113
20384,72
20391,110
20398,72
20405,108
20412,95
20419,95
20426,113
20433,95
20440,113
20447,72
20454,95
20461,113
20468,113
20475,72
20482,72
20489,128
20496,95
20503,95
20510,118
20517,72
20524,95
20531,113
20538,113
20545,113
20552,113
20559,121
20566,72
20573,118
20580,72
20587,113
20594,72
20601,72
20608,95
20615,72
20622,104
20629,72
20636,95
20643,95
20650,95
20657,72
20664,72
20671,72
20678,72
20685,72
20692,72
20699,108
20706,95
20713,113
20720,113
20727,110
20734,113
20741,72
20748,113
20755,72
20762,72
20769,72
20776,72
20783,144
20790,72
20797,72
20804,121
20811,72
20818,104
20825,113
20832,113
20839,113
20846,72
20853,72
20860,72
20867,72
20874,72
20881,72
20888,113
20895,113
20902,113
20909,108
20916,113
20923,113
20930,113
20937,121
20944,72
20951,72
20958,72
20965,110
20972,113
20979,95
20986,113
20993,113
21000,72
21007,70
21014,76
21021,76
21028,113
21035,113
21042,113
21049,108
21056,95
21063,95
21070,70
21077,113
21084,110
21091,95
21098,104
21105,113
21112,113
21119,95
21126,119
21133,121
21140,121
21147,117
21154,95
21161,113
21168,95
21175,118
21182,76
21189,108
21196,95
21203,108
21210,76
21217,76
21224,76
21231,72
21238,72
21245,95
21252,70
21259,72
21266,108
21273,72
21280,95
21287,113
21294,95
21301,95
21308,95
21315,108
21322,95
21329,72
21336,72
21343,95
21350,95
21357,108
21364,117
21371,72
21378,108
21385,104
21392,72
21399,72
21406,108
21413,108
21420,72
21427,118
21434,76
21441,72
21448,95
21455,95
21462,72
21469,108
21476,108
21483,72
21490,72
21497,72
21504,72
21511,113
21518,72
21525,72
21532,95
21539,139
21546,117
21553,72
21560,72
21567,104
21574,113
21581,72
21588,95
21595,113
21602,76
21609,72
21616,139
21623,72
21630,108
21637,72
21644,95
21651,117
21658,117
21665,113
21672,117
21679,104
21686,72
21693,72
21700,72
21707,108
21714,108
21721,72
21728,104
21735,72
21742,72
21749,95
21756,104
21763,95
21770,72
21777,113
21784,108
21791,108
21798,70
21805,95
21812,95
21819,108
21826,95
21833,72
21840,72
21847,95
21854,72
21861,95
21868,95
21875,108
21882,108
21889,95
21896,118
21903,72
21910,95
21917,72
21924,72
21931,118
21938,121
21945,72
21952,108
21959,108
21966,121
21973,72
21980,72
21987,95
21994,108
22001,72
22008,95
22015,72
22022,72
22029,117
22036,108
22043,117
22050,108
22057,108
22064,108
22071,72
22078,95
22085,109
22092,119
22099,113
22106,108
22113,72
22120,72
22127,72
22134,72
22141,113
22148,72
22155,95
22162,104
22169,72
22176,110
22183,72
22190,95
22197,95
22204,95
22211,108
22218,108
22225,72
22232,72
22239,95
22246,117
22253,72
22260,108
22267,72
22274,72
22281,72
22288,110
22295,93
22302,72
22309,139
22316,110
22323,108
22330,72
22337,108
22344,108
22351,95
22358,72
22365,72
22372,104
22379,95
22386,95
22393,72
22400,72
22407,108
22414,118
22421,72
22428,72
22435,95
22442,95
22449,144
22456,72
22463,72
22470,108
22477,95
22484,139
22491,139
22498,72
22505,108
22512,72
22519,72
22526,117
22533,72
22540,72
22547,95
22554,108
22561,72
22568,72
22575,108
22582,72
22589,117
22596,121
22603,72
22610,72
22617,72
22624,108
22631,121
22638,72
22645,110
22652,72
22659,104
22666,117
22673,121
22680,139
22687,139
22694,110
22701,72
22708,95
22715,72
22722,72
22729,72
22736,108
22743,72
22750,72
22757,95
22764,117
22771,72
22778,108
22785,108
22792,117
22799,72
22806,72
22813,72
22820,144
22827,72
22834,72
22841,108
22848,117
22855,108
22862,72
22869,72
22876,95
22883,72
22890,72
22897,121
22904,108
22911,72
